StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,MTurkID,humanLike_bot_1,timer_humanLike_bot_First Click,timer_humanLike_bot_Last Click,timer_humanLike_bot_Page Submit,timer_humanLike_bot_Click Count,feeling_bot_1,timer_feeling_bot_First Click,timer_feeling_bot_Last Click,timer_feeling_bot_Page Submit,timer_feeling_bot_Click Count,trust_bot_1,timer_trust_bot_First Click,timer_trust_bot_Last Click,timer_trust_bot_Page Submit,timer_trust_bot_Click Count,pleasant_bot_1,timer_pleasant_bot_First Click,timer_pleasant_bot_Last Click,timer_pleasant_bot_Page Submit,timer_pleasant_bot_Click Count,attention_bot_1,timer_attention_bot_First Click,timer_attention_bot_Last Click,timer_attention_bot_Page Submit,timer_attention_bot_Click Count,familiarity_bot,timer_familiarity_bo_First Click,timer_familiarity_bo_Last Click,timer_familiarity_bo_Page Submit,timer_familiarity_bo_Click Count,humanLike_metal_1,timer_humanLike_met_First Click,timer_humanLike_met_Last Click,timer_humanLike_met_Page Submit,timer_humanLike_met_Click Count,feeling_metal_1,timer_feeling_met_First Click,timer_feeling_met_Last Click,timer_feeling_met_Page Submit,timer_feeling_met_Click Count,trust_metal_1,timer_trust_met_First Click,timer_trust_met_Last Click,timer_trust_met_Page Submit,timer_trust_met_Click Count,pleasant_metal_1,timer_pleasant_met_First Click,timer_pleasant_met_Last Click,timer_pleasant_met_Page Submit,timer_pleasant_met_Click Count,familiarity_metal,timer_familiarity_mt_First Click,timer_familiarity_mt_Last Click,timer_familiarity_mt_Page Submit,timer_familiarity_mt_Click Count,humanLike_toon_1,timer_humanLike_tn_First Click,timer_humanLike_tn_Last Click,timer_humanLike_tn_Page Submit,timer_humanLike_tn_Click Count,feeling_toon_1,timer_feeling_tn_First Click,timer_feeling_tn_Last Click,timer_feeling_tn_Page Submit,timer_feeling_tn_Click Count,trust_toon_1,timer_trust_tn_First Click,timer_trust_tn_Last Click,timer_trust_tn_Page Submit,timer_trust_tn_Click Count,pleasant_toon_1,timer_pleasant_tn_First Click,timer_pleasant_tn_Last Click,timer_pleasant_tn_Page Submit,timer_pleasant_tn_Click Count,familiarity_toon,timer_familiarity_tn_First Click,timer_familiarity_tn_Last Click,timer_familiarity_tn_Page Submit,timer_familiarity_tn_Click Count,humanLike_uncanny_1,timer_humanLike_uc_First Click,timer_humanLike_uc_Last Click,timer_humanLike_uc_Page Submit,timer_humanLike_uc_Click Count,feeling_uncanny_1,timer_feeling_uc_First Click,timer_feeling_uc_Last Click,timer_feeling_uc_Page Submit,timer_feeling_uc_Click Count,trust_uncanny_1,timer_trust_uc_First Click,timer_trust_uc_Last Click,timer_trust_uc_Page Submit,timer_trust_uc_Click Count,pleasant_uncanny_1,timer_pleasant_uc_First Click,timer_pleasant_uc_Last Click,timer_pleasant_uc_Page Submit,timer_pleasant_uc_Click Count,attention_uc_1,timer_attention_uc_First Click,timer_attention_uc_Last Click,timer_attention_uc_Page Submit,timer_attention_uc_Click Count,familiarity_uncanny,timer_familiarity_uc_First Click,timer_familiarity_uc_Last Click,timer_familiarity_uc_Page Submit,timer_familiarity_uc_Click Count,humanLike_human1_1,timer_humanLike_h1_First Click,timer_humanLike_h1_Last Click,timer_humanLike_h1_Page Submit,timer_humanLike_h1_Click Count,feeling_human1_1,timer_feeling_h1_First Click,timer_feeling_h1_Last Click,timer_feeling_h1_Page Submit,timer_feeling_h1_Click Count,trust_human1_1,timer_trust_h1_First Click,timer_trust_h1_Last Click,timer_trust_h1_Page Submit,timer_trust_h1_Click Count,pleasant_human1_1,timer_pleasant_h1_First Click,timer_pleasant_h1_Last Click,timer_pleasant_h1_Page Submit,timer_pleasant_h1_Click Count,familiarity_human1,timer_familiarity_h1_First Click,timer_familiarity_h1_Last Click,timer_familiarity_h1_Page Submit,timer_familiarity_h1_Click Count,humanLike_human2_1,timer_humanLike_h2_First Click,timer_humanLike_h2_Last Click,timer_humanLike_h2_Page Submit,timer_humanLike_h2_Click Count,feeling_human2_1,timer_feeling_h2_First Click,timer_feeling_h2_Last Click,timer_feeling_h2_Page Submit,timer_feeling_h2_Click Count,trust_human2_1,timer_trust_h2_First Click,timer_trust_h2_Last Click,timer_trust_h2_Page Submit,timer_trust_h2_Click Count,pleasant_human2_1,timer_pleasant_h2_First Click,timer_pleasant_h2_Last Click,timer_pleasant_h2_Page Submit,timer_pleasant_h2_Click Count,attention_h2_1,timer_attention_h2_First Click,timer_attention_h2_Last Click,timer_attention_h2_Page Submit,timer_attention_h2_Click Count,familiarity_human2,timer_familiarity_h2_First Click,timer_familiarity_h2_Last Click,timer_familiarity_h2_Page Submit,timer_familiarity_h2_Click Count,age,gender,ethnicity,state,zip,education,income,experience,feedback,timer_demographics_First Click,timer_demographics_Last Click,timer_demographics_Page Submit,timer_demographics_Click Count,fCounter,showup_fee,bonus,Completion_Code,randNum_bot,randNum_uc,randNum_human,eosText,validation_bot,validation_uc,validation_human,completedSurvey,payment,workerID,hitID,assignmentID,character,head,passedCheck,excluded
31-05-21 3:27,31-05-21 3:31,IP Address,73.233.220.193,100,210,TRUE,31-05-21 3:31,R_w5bxK4ipm2t2j6N,40.03559875,-75.17630005,anonymous,EN,ADL4ZERJKUAT6,-100,6.494,6.494,8.219,1,-100,4.074,4.074,5.026,1,-100,3.578,5.448,7.192,2,-100,3.201,3.201,4.147,1,-91,0.857,12.062,13.87,3,No,3.043,3.043,4.009,1,-100,1.941,1.941,2.756,1,-66,2.484,2.484,3.609,1,-65,2.833,4.858,5.682,3,-77,2.958,2.958,3.797,1,No,1.503,1.503,3.013,1,-100,2.908,2.908,4.205,1,-100,2.113,2.113,3.049,1,-100,2.306,2.306,3.319,1,-100,3.057,3.057,4.126,1,No,2.52,2.52,3.53,1,-100,3.052,3.052,4.804,1,-100,2.577,2.577,3.552,1,-100,1.96,1.96,3.915,1,-100,2.697,2.697,3.591,1,-25,4.532,4.532,5.876,1,No,1.686,1.686,2.625,1,100,2.746,3.728,4.289,2,100,2.394,2.394,3.066,1,100,2.357,2.357,3.154,1,100,2.374,2.374,3.056,1,No,1.426,1.426,3.054,1,100,2.117,2.117,3.133,1,100,1.772,1.772,2.648,1,100,2.296,2.296,3.094,1,100,2.209,2.209,2.918,1,96,5.139,5.139,6.733,1,No,1.63,1.63,3.052,1,39,Female,White,Pennsylvania,19120,2-year degree (Associate's),"$10,000-$19,999",Extremely positive,no,2.786,7.295,9.322,2,6,0.5,1,960376,-91,-25,96,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,ADL4ZERJKUAT6,366FYU4PTGXTNCUO0Q9V62WVPV7KEK,31EUONYN2WBW2YYIJAV017XC0UXOVT,Saya,<center> <b> End of Survey </b></center>,TRUE,No
31-05-21 3:24,31-05-21 3:31,IP Address,70.115.2.251,100,463,TRUE,31-05-21 3:31,R_4OffYeo7js9Kwp3,30.27810669,-94.21669769,anonymous,EN,A2G1JBNPFT1IVN,-100,3.796,3.796,10.148,1,60,7.324,7.324,9.557,1,100,6.011,6.011,8.339,1,20,7.304,7.304,9.547,1,-7,5.789,5.789,8.787,1,No,2.561,2.561,4.612,1,40,12.39,12.39,19.581,1,90,7.26,7.26,15.037,1,81,7.774,7.774,12.532,1,100,3.459,3.459,8.054,1,No,5.131,5.131,8.447,1,40,7.456,7.456,12.698,1,85,4.806,4.806,8.058,1,97,5.359,5.359,7.446,1,95,4.081,4.081,6.719,1,No,2.429,2.429,4.47,1,20,6.128,6.128,10.046,1,-40,7.677,7.677,11.676,1,-20,4.231,4.231,6.281,1,-90,3.328,7.585,9.199,2,-43,5.969,5.969,9.303,1,No,2.372,2.372,4.148,1,100,4.681,4.681,6.618,1,54,6.944,6.944,10.938,1,74,8.44,12.432,14.6,2,54,5.23,5.23,8.087,1,No,3.389,3.389,6,1,100,3.018,3.018,6.549,1,76,4.36,4.36,6.758,1,52,4.501,4.501,7.055,1,97,5.07,5.07,8.772,1,-44,7.662,7.662,11.037,1,No,2.659,2.659,5.685,1,36,Other,White,Texas,77656,Some college,"Less than $10,000",positive,Nothing to report.,4.01,6.626,15.702,2,6,0.5,1,690063,-7,-43,-44,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2G1JBNPFT1IVN,30QQTY5GMKSMHTKQ7WZR6FDC5Z17UI,3JV9LGBJWUMDK18NUFWE16U2DF9GOW,Saya,<center> <b> End of Survey </b></center>,TRUE,No
31-05-21 3:28,31-05-21 3:33,IP Address,162.196.59.44,100,279,TRUE,31-05-21 3:33,R_Z4YmbTznjyO7lxT,34.17939758,-118.4313049,anonymous,EN,A39KHMYFO61LKN,21,10.339,10.339,12.747,1,-5,6.911,6.911,7.509,1,-26,5.257,5.257,6.22,1,19,10.517,11.866,12.75,3,54,4.782,4.782,7.577,1,No,6.109,6.109,6.736,1,75,2.889,4.001,4.601,2,-13,5.644,6.826,7.648,4,-69,3.283,3.283,4.83,1,2,3.607,3.607,4.256,1,No,2.053,2.053,2.958,1,43,3.002,4.688,5.433,6,49,4.464,4.804,5.402,2,9,2.506,2.506,3.178,1,15,2.192,2.192,2.846,1,No,1.827,1.827,2.524,1,83,3.086,4.912,6.394,3,-57,3.138,3.138,3.744,1,-100,2.176,3.014,3.851,3,-24,3.004,3.004,3.815,1,-37,5.843,5.843,7.725,1,No,1.698,1.698,2.486,1,100,4.638,9.146,9.841,6,5,4.694,4.694,5.481,1,-77,2.632,2.632,3.891,1,-4,4.689,4.689,5.328,1,No,1.922,1.922,2.6,1,100,1.778,2.542,4.333,2,32,3.765,4.633,5.551,2,4,5.179,5.179,5.841,1,26,1.833,5.604,6.454,7,17,6.524,6.524,7.803,1,No,2.07,2.07,3.394,1,39,Male,Hispanic/Latino(a),California,91401,Some college,"$30,000-$39,999",Extremely positive,Just one of the robot having their face disfigured just a bit.,4.18,7.107,30.176,2,6,0.5,1,109226,54,-37,17,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A39KHMYFO61LKN,366FYU4PTGXTNCUO0Q9V62WVPV7KEK,3ND9UOO81LA1B2VQWSK4VSCWCYUWLU,Saya,<center> <b> End of Survey </b></center>,TRUE,No
31-05-21 3:58,31-05-21 4:01,IP Address,68.252.130.34,100,170,TRUE,31-05-21 4:01,R_3OisLDQD0oDVAUF,38.9683075,-95.26950073,anonymous,EN,ALQLJXB5C0NET,-100,1.627,1.627,2.47,1,-100,1.239,1.239,3.181,1,-100,1.292,1.292,2.37,1,-40,1.681,4.129,4.709,3,-61,1.153,2.746,3.335,2,No,4.244,4.244,4.752,1,-34,2.171,2.862,3.49,2,-25,2.509,2.509,3.011,1,-42,2.419,2.419,2.911,1,-40,1.462,1.462,2.209,1,No,1.176,1.176,1.758,1,-10,1.276,1.276,1.792,1,-22,0.889,0.889,1.672,1,-18,0.9,0.9,1.496,1,-23,1.06,1.06,1.647,1,No,0.765,0.765,1.228,1,-100,3.98,3.98,4.584,1,-100,1.266,1.266,1.759,1,-100,0.929,0.929,1.797,1,-80,1.605,1.605,2.234,1,-60,2.887,2.887,3.489,1,No,2.306,2.306,3.099,1,-57,3.035,3.035,3.401,1,-57,1.164,1.164,1.834,1,-39,0.765,0.765,1.443,1,-29,0.878,0.878,1.429,1,No,2.689,2.689,4.275,1,-23,4.75,4.75,5.304,1,-6,3.56,3.56,4.171,1,-28,2.579,2.579,3.173,1,-27,1.013,1.013,1.978,1,-76,4.206,4.206,6.091,1,No,3.559,3.559,4.12,1,27,Male,White,Kansas,66049,2-year degree (Associate's),"$20,000-$29,999",Slightly positive,An image or two was a little startling.,2.9,6.126,15.825,3,6,0.5,1,879724,-61,-60,-76,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,ALQLJXB5C0NET,366FYU4PTGXTNCUO0Q9V62WVPV7KEK,3DZQRBDBSMNROHOS6H632HFU6Z8S3Y,Saya,<center> <b> End of Survey </b></center>,TRUE,No
31-05-21 4:07,31-05-21 4:10,IP Address,174.198.223.38,100,199,TRUE,31-05-21 4:10,R_3m8HPep8oLL8qJO,40.706604,-74.20269775,anonymous,EN,A2AT6TSPPCR106,-100,0.854,4.331,5.185,6,-62,1.125,4.145,5.452,5,-40,1.133,2.891,4.243,4,0,0.732,1.782,2.705,3,9,1.003,4.63,5.507,2,No,1.138,1.987,2.728,2,-100,0.67,2.753,3.368,4,-38,0.998,4.665,5.406,4,0,0.891,3.526,5.762,3,-21,0.839,5.916,5.949,5,No,0.775,2.926,4.092,3,-100,0.963,1.569,2.346,2,7,0.845,2.942,4.428,2,-6,0.855,1.711,3.568,2,41,0.848,2.468,3.659,4,No,0.99,1.679,2.492,2,-100,0.918,2.284,3.219,3,-100,0.987,2.453,3.098,3,-100,1.088,1.777,2.589,2,-100,1.124,2.653,3.214,3,-36,2.17,8.044,8.857,5,No,1.121,1.745,2.378,2,81,1.302,3.551,4.104,5,45,0.978,4.418,5.689,5,7,0.918,4.34,4.945,3,26,1.06,2.824,2.859,3,No,1.058,1.565,2.114,2,98,1,2.349,4.123,3,87,0.862,3.058,4.18,5,61,0.877,2.309,3.497,4,67,0.811,1.454,2.083,2,21,3.478,4.173,4.805,2,No,1.094,1.684,2.217,2,35,Female,White,New Jersey,7727,Graduate or professional degree,"$150,000 or more",Extremely positive,No,0.84,4.919,6.947,7,6,0.5,1,385926,9,-36,21,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2AT6TSPPCR106,3B286OTISEPVMF7U207X946RPR9AJG,3D4CH1LGEB1ADE4HSQDW4GZDIHP9GF,Saya,<center> <b> End of Survey </b></center>,TRUE,No
31-05-21 4:17,31-05-21 4:23,IP Address,174.55.23.183,100,395,TRUE,31-05-21 4:23,R_1j6NXhk52R1u2G7,41.438797,-75.61250305,anonymous,EN,A2NQ5UJ2U2N3RD,-100,2.465,2.465,4.775,1,3,4.801,4.801,6.68,1,-8,3.523,3.523,7.6,1,8,3.982,3.982,5.5,1,87,8.348,8.348,12.098,1,No,1.911,1.911,2.8,1,-85,8.821,8.821,9.853,1,-14,6.395,6.395,8.367,1,7,2.874,2.874,4.075,1,7,3.046,3.046,4.555,1,No,1.86,1.86,3.112,1,-70,12.402,25.741,27.424,3,10,6.443,6.443,8.023,1,11,6.873,6.873,8.171,1,15,5.709,5.709,7.551,1,No,3.49,3.49,6.214,1,17,9.896,9.896,11.413,1,-30,3.193,3.193,4.597,1,-19,3.415,3.415,4.521,1,-5,2.467,2.467,3.617,1,43,5.469,5.469,7.076,1,No,1.655,1.655,2.717,1,95,4.501,7.237,7.821,2,74,5.099,5.099,6.201,1,75,3.237,3.237,6.047,1,80,4.661,4.661,5.959,1,No,2.469,2.469,3.738,1,100,3.278,3.278,6.68,1,77,4.092,6.751,7.657,2,63,4.115,4.115,5.543,1,84,2.783,5.289,6.858,4,-91,8.492,17.528,20.339,2,No,2.131,2.131,9.159,1,48,Female,White,Pennsylvania,18444,Some college,"$100,000-$149,999",Extremely positive,"no, nothing seemed out of the ordinary.  overall it was a pleasant, easy enough experience",2.633,7.812,28.408,2,6,0.5,1,305430,87,43,-91,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A2NQ5UJ2U2N3RD,3B286OTISEPVMF7U207X946RPR9AJG,3X87C8JFV7JJVIUU4SIZFP85GSNSQ4,Saya,<center> <b> End of Survey </b></center>,TRUE,No
31-05-21 4:34,31-05-21 4:38,IP Address,24.7.229.69,100,249,TRUE,31-05-21 4:38,R_2wn2Bn7OcHm7JHf,44.76010132,-93.27480316,anonymous,EN,A3KE2YTLQP4V0G,-100,2.649,2.649,7.215,1,26,5.562,5.562,9.316,1,10,4.716,4.716,5.313,1,46,3.017,3.017,3.869,1,100,1.917,1.917,2.697,1,No,5.357,5.357,7.327,1,-26,3.574,3.574,6.641,1,2,2.128,2.128,2.631,1,6,1.651,1.651,2.463,1,14,2.19,2.19,4.351,1,No,7.636,7.636,8.803,1,-18,2.112,6.665,7.653,3,7,2.02,2.02,2.672,1,1,1.379,2.089,3.409,2,6,1.076,1.076,1.674,1,No,1.146,1.146,1.783,1,46,5.543,5.543,7.014,1,-50,4.432,4.432,5.706,1,-19,3.782,3.782,4.827,1,-24,1.945,1.945,2.797,1,81,3.131,3.131,3.811,1,No,1.352,1.352,1.999,1,61,3.643,4.597,5.231,2,5,3.483,3.483,4.729,1,1,1.458,1.458,2.126,1,9,2.174,2.174,3.824,1,No,1.397,1.397,1.893,1,95,1.467,13.666,14.564,3,66,4.315,4.315,5.75,1,33,2.037,2.037,2.9,1,100,1.435,1.435,1.875,1,-21,2.835,2.835,3.769,1,No,1.253,1.253,2.732,1,20,Male,Hispanic/Latino(a),Minnesota,55337,Some college,"$100,000-$149,999",positive,No,2.715,5.965,9.992,2,6,0.5,1,911249,100,81,-21,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3KE2YTLQP4V0G,3B286OTISEPVMF7U207X946RPR9AJG,3F6KKYWMNC9SQWYKRAVTGWR0AERNDJ,Saya,<center> <b> End of Survey </b></center>,TRUE,No
10-11-21 20:02,10-11-21 20:05,IP Address,70.44.180.30,100,176,TRUE,10-11-21 20:05,R_31YRoBXx2eX4wjI,41.53489685,-75.94719696,anonymous,EN,A1ACXKVOUQ19DX,-100,3.419,3.419,4.512,1,7,4.748,4.748,5.505,1,40,4.661,4.661,5.42,1,40,2.424,2.424,3.207,1,-27,2.901,2.901,3.678,1,No,1.766,1.766,2.756,1,-20,2.301,2.301,3.583,1,12,3.483,3.483,4.073,1,40,4.793,4.793,5.447,1,40,2.392,2.392,2.943,1,No,1.013,1.013,1.85,1,-20,2.831,2.831,4.101,1,11,3.32,3.32,3.943,1,42,2.739,2.739,3.496,1,47,1.951,1.951,2.519,1,No,1.045,1.045,1.714,1,-10,5.131,5.131,6.058,1,16,1.764,1.764,2.508,1,45,2.385,2.385,2.964,1,49,1.159,1.159,1.821,1,52,3.409,5.725,6.57,2,No,1.279,1.279,2.005,1,100,1.482,1.482,2.11,1,58,1.892,1.892,3.236,1,61,2.104,2.104,2.711,1,60,3.11,3.11,3.725,1,No,0.862,0.862,1.552,1,100,3.167,3.167,3.683,1,33,1.566,1.566,2.239,1,62,2.013,2.013,2.499,1,65,1.541,1.541,2.116,1,48,4.548,4.548,5.329,1,No,0.938,0.938,1.91,1,36,Female,White,Pennsylvania,18636,"High school or equivalent (e.g., GED)","$10,000-$19,999",Extremely positive,no,1.501,4.477,6.818,2,6,0.5,1,316169,-27,52,48,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A1ACXKVOUQ19DX,3TC2K6WK9GAHXVG7YHHREWEF2MR82K,3TXMY6UCAFW3O15Y76SZ0K4OKGOQC5,Saya,<center> <b> End of Survey </b></center>,TRUE,No
10-11-21 20:02,10-11-21 20:05,IP Address,67.171.234.58,100,195,TRUE,10-11-21 20:05,R_3JelhD4d6BrMm5p,45.66520691,-122.5214996,anonymous,EN,AJZWOT3T73M92,-100,1.06,1.06,1.85,1,-40,2.176,2.176,3.258,1,-7,1.619,1.619,2.216,1,-3,1.686,1.686,2.236,1,-64,3.145,3.145,4.147,1,No,0.729,0.729,1.281,1,-100,1.678,1.678,2.537,1,-62,2.5,2.5,3.246,1,-10,1.632,1.632,2.165,1,-8,2.327,2.327,2.939,1,No,0.961,0.961,1.787,1,-70,6.377,6.377,7.487,1,8,2.739,2.739,3.496,1,35,3.123,3.123,3.69,1,43,3.221,3.221,3.705,1,No,1.823,1.823,2.63,1,-69,3.796,3.796,4.537,1,-31,1.808,1.808,2.486,1,-21,1.559,1.559,2.251,1,-19,2.389,4.8,5.517,2,51,4.175,4.175,5.306,1,No,1.298,1.298,2.12,1,44,2.981,2.981,3.598,1,32,1.783,1.783,2.416,1,17,1.879,1.879,2.538,1,12,2.189,3.884,4.61,2,No,1.295,1.295,2.182,1,100,3.069,4.723,5.814,2,74,4.719,4.719,5.238,1,28,2.001,2.001,3.123,1,78,2.947,3.393,3.673,2,16,2.862,2.862,3.928,1,No,2.124,2.124,3.468,1,31,Female,White,Washington,98660,Some college,"$40,000-$49,999",positive,No,5.536,6.864,8.69,2,6,0.5,1,743230,-64,51,16,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,AJZWOT3T73M92,3BJKPTD2QCKHZZPGG57N60IASRSRT7,3VJ40NV2QJVHP6UTEFVL0P9ST16OTE,Saya,<center> <b> End of Survey </b></center>,TRUE,No
10-11-21 20:02,10-11-21 20:06,IP Address,23.119.29.77,100,231,TRUE,10-11-21 20:06,R_1jvn7wqPsVnd3zU,30.45480347,-97.7664032,anonymous,EN,A75HJLMVANNZD,-100,1.786,1.786,2.767,1,-100,2.181,2.181,3.696,1,-71,1.704,1.704,2.383,1,-100,1.542,1.542,2.441,1,92,3.339,3.339,4.099,1,No,1.215,1.215,2.064,1,-100,2.65,2.65,3.631,1,70,3.568,3.568,4.453,1,-20,2.379,2.379,3.008,1,-63,2.244,2.244,3.001,1,No,1.543,1.543,2.352,1,-100,1.198,1.198,2.024,1,-69,1.141,1.141,2.416,1,-50,1.892,1.892,2.599,1,-87,2.97,3.817,4.117,2,No,1.07,1.07,2.682,1,-100,1.714,1.714,2.677,1,-68,2.343,2.343,3.371,1,-86,3.901,3.901,4.812,1,-95,1.952,1.952,3.051,1,98,4.605,4.605,6.375,1,No,2.467,2.467,3.553,1,-21,1.783,1.783,3.5,1,-16,1.717,1.717,2.965,1,-18,2.049,2.049,3.711,1,-23,2.276,2.276,3.199,1,No,2.211,2.211,3.148,1,51,3.625,3.625,4.366,1,100,3.83,3.83,4.5,1,14,2.2,2.2,3.005,1,22,2.006,2.006,2.759,1,48,4.752,4.752,6.804,1,No,3.828,3.828,4.607,1,49,Female,White,Texas,78729,Graduate or professional degree,"$150,000 or more",positive,Nope. I am confused as to what this is about though. Thank you.,2.923,6.185,20.862,2,6,0.5,1,532043,92,98,48,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A75HJLMVANNZD,3MNJFORX8BCIB79HOEPVMVYD90V5FZ,3NC5L260MPU761CSJVQWJLUR2SYOF6,Saya,<center> <b> End of Survey </b></center>,TRUE,No
10-11-21 20:01,10-11-21 20:06,IP Address,74.137.34.132,100,241,TRUE,10-11-21 20:06,R_2TL60lhRCnOOIqn,38.30290222,-85.96170044,anonymous,EN,A3KW13NHPR32JW,-100,2.795,2.795,4.189,1,-100,2.79,3.898,4.88,2,-100,1.722,1.722,2.707,1,-100,1.701,1.701,2.723,1,-71,4.95,4.95,7.939,1,No,1.169,1.169,2.391,1,-100,8.832,8.832,10.352,1,1,6.721,9.096,10.44,2,0,3.184,3.184,4.534,1,0,3.654,3.654,4.843,1,No,4.895,4.895,6.324,1,-100,2.08,2.08,4.278,1,0,3.978,3.978,5.116,1,0,1.541,1.541,2.589,1,0,1.96,1.96,2.958,1,No,2.634,2.634,3.562,1,-100,1.988,1.988,3.123,1,-100,1.695,1.695,2.576,1,-100,1.752,1.752,2.623,1,-100,1.689,1.689,2.599,1,-70,4.518,4.518,6.741,1,No,1.733,1.733,2.715,1,100,2.131,2.131,3.142,1,100,1.958,1.958,2.567,1,100,1.908,1.908,2.75,1,100,1.842,1.842,2.606,1,No,1.657,1.657,3.849,1,100,2.436,2.436,3.872,1,100,2.26,2.26,2.976,1,100,2.703,3.808,5.065,2,100,3.269,3.269,4.285,1,40,5.777,5.777,8.037,1,No,2.829,2.829,3.888,1,55,Female,White,Indiana,47164,"High school or equivalent (e.g., GED)","$40,000-$49,999",Extremely positive,no,4.14,7.106,9.92,2,6,0.5,1,299703,-71,-70,40,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3KW13NHPR32JW,3BJKPTD2QCKHZZPGG57N60IASRSRT7,3ON104KXQL45DUO5Q0LN9BAMG4OW42,Saya,<center> <b> End of Survey </b></center>,TRUE,No
10-11-21 20:03,10-11-21 20:06,IP Address,172.75.6.93,100,204,TRUE,10-11-21 20:06,R_2cbgfVM4iX8bnzW,33.88200378,-80.40399933,anonymous,EN,A3P86OK72F8M99,-100,1.687,3.739,4.469,3,20,4.353,4.846,5.276,2,43,3.362,3.767,4.061,2,17,3.851,3.851,4.423,1,-16,3.153,3.153,4.229,1,No,1.464,3.473,4.551,3,-39,3.45,3.45,4.092,1,44,2.194,3.859,4.311,3,45,2.24,4.04,4.436,2,5,3.635,3.635,4.27,1,No,1.557,1.557,2.681,1,54,2.459,2.459,2.894,1,63,2.347,4.073,4.398,3,62,1.62,1.62,2.095,1,35,2.501,2.501,3.16,1,No,1.119,1.119,1.804,1,-34,7.743,7.743,8.427,1,-22,3.067,3.768,4.366,2,-80,4.641,5.784,6.475,2,-54,1.989,3.466,3.682,2,66,3.349,3.349,4.081,1,No,1.274,2.001,3.062,3,100,0.901,1.614,2.122,2,65,1.869,3.491,3.872,3,41,1.998,4.024,4.72,3,53,2.66,2.66,3.157,1,No,1.133,1.133,1.756,1,100,1.768,1.768,2.371,1,67,2.236,2.236,2.679,1,51,1.692,4.132,4.418,3,43,2.549,2.549,3.113,1,-20,3.377,3.377,4.094,1,No,1.257,1.257,2.799,1,34,Female,White,South Carolina,29154,2-year degree (Associate's),"$70,000-$79,999",positive,no there wasn't,2.264,5.139,9.312,3,6,0.5,1,478347,-16,66,-20,"You have answered all of the attention check questions correctly. Therefore, you will receive a bonus!",TRUE,TRUE,TRUE,TRUE,1.5,A3P86OK72F8M99,38Z7YZ2SB3AREKU59EJJN36WLOAIQG,3W2LOLRXLCNLJ0WMCYYXTTR1LBZKRD,Saya,<center> <b> End of Survey </b></center>,TRUE,No
